ID,texto_original,label,origen,plantilla_id,subclase,texto_modelo
V3-01687,"Qué feri@, en serio",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}",Insulto,"Qué feri@, en serio"
V3-01688,"No hablés de lo que no sabés, de*madre",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Eso es lo que sos, un {t}",Tono agresivo,"No hablés de lo que no sabés, de*madre"
V3-01689,"Andá a trabajar, kulo",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andá a trabajar, {t}",Palabras obscenas,"Andá a trabajar, kulo"
V3-01690,Alguien debería paaartir a ese tipo acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|Alguien debería {v} a ese tipo,Amenaza Directa,Alguien debería paaartir a ese tipo acordate de esto
V3-01691,Vamos a ver al bicho el domingo ☕,0,v3_emoji_benigno,emoji_benigno|benigno_☕,,Vamos a ver al bicho el domingo :bebida_caliente:
V3-01692,Tengo varios amigos argentinos en el trabajo,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Tengo varios amigos {g} en el trabajo,,Tengo varios amigos argentinos en el trabajo
V3-01693,"Otra vez vos, b*utico",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Insulto,"Otra vez vos, b*utico"
V3-01694,"Mientras más mocosos 🍍 llegan, peor está todo",2,v3_emoji_clase2,emoji_clase2|emoji_🍍,Menores de edad,"Mientras más mocosos :piña: llegan, peor está todo"
V3-01695,Vinieron unos colombianos a la actividad,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Vinieron unos {g} a la actividad,,Vinieron unos colombianos a la actividad
V3-01696,"Sos lo peor que hay, p.u.t.o",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Hablando pura paja, {t}",Palabras obscenas,"Sos lo peor que hay, p.u.t.o"
V3-01697,Ese asqueros0 otra vez,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}",Insulto,Ese asqueros0 otra vez
V3-01698,Que lo vayan a qu3brar de una vez esperame afuera,3,v3_amenaza_ofuscada,amenaza_ofuscada|Que lo vayan a {v} de una vez,Amenaza Directa,Que lo vayan a qu3brar de una vez esperame afuera
V3-01699,Avisale que hay quien lo está esperando afuera,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_reportado,Amenaza Implícita,Avisale que hay quien lo está esperando afuera
V3-01700,"Gente como vos sobra, 4rr4str4d4",2,v3_odio_ofuscado,"odio_ofuscado|No perteneces aquí, {t}",Sexismo,"Gente como vos sobra, 4rr4str4d4"
V3-01701,"Nadie te preguntó, p-a-j-e-r-o",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}",Palabras obscenas,"Nadie te preguntó, p-a-j-e-r-o"
V3-01702,Me dan ganas de t0rtur4rlo ya vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Me dan ganas de {v}lo,Amenaza Directa,Me dan ganas de t0rtur4rlo ya vas a ver
V3-01703,"Otra vez vos, paj3ro",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Palabras obscenas,"Otra vez vos, paj3ro"
V3-01704,"Qué khimb4das, en serio",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andá a trabajar, {t}",Palabras obscenas,"Qué khimb4das, en serio"
V3-01705,"Ya me hartaste, bayvnc0",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}",Insulto,"Ya me hartaste, bayvnc0"
V3-01706,"Todos los indios son puro estorbo, sin excepción 🪲",2,v3_emoji_clase2,emoji_clase2|emoji_🪲,Migrantes y grupos étnicos,"Todos los indios son puro estorbo, sin excepción :escarabajo:"
V3-01707,Ya sabe que ya está en la lista ese,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_reportado,Amenaza Implícita,Ya sabe que ya está en la lista ese
V3-01708,Deberían linch@r a todos esos esperame afuera,3,v3_amenaza_ofuscada,amenaza_ofuscada|Deberían {v} a todos esos,Amenaza Directa,Deberían linch@r a todos esos esperame afuera
V3-01709,"Odio a los tarados, son mierda 🧠🚫",2,v3_emoji_clase2,emoji_clase2|emoji_🧠🚫,Personas con discapacidad intelectual,"Odio a los tarados, son mierda :cerebro: :prohibido:"
V3-01710,"Da asco verte, na*gentina",2,v3_odio_ofuscado,"odio_ofuscado|Da asco verte, {t}",Xenofobia,"Da asco verte, na*gentina"
V3-01711,Ese pendejo otra vez,1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Insulto,Ese pendejo otra vez
V3-01712,Hay que darles 💣 su merecido a esos,3,v3_emoji_clase3,emoji_clase3|emoji_💣,Colectivo,Hay que darles :bomba: su merecido a esos
V3-01713,"No jodás más, ded",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Eso es lo que sos, un {t}",nan,"No jodás más, ded"
V3-01714,Te van a p4rt1r si seguís así vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Te van a {v} si seguís así,Amenaza Directa,Te van a p4rt1r si seguís así vas a ver
V3-01715,"Dejá de escribir, cerote p3do",1,v3_jerga_ofensivo,"jerga_ofensivo|Dejá de escribir, {t}",Insulto Directo,"Dejá de escribir, cerote p3do"
V3-01716,Sos un ba5ura y punto,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Dejá de escribir, {t}",Insulto,Sos un ba5ura y punto
V3-01717,"Qué asco das, m4nt3nida",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Me da igual lo que digas, {t}",Insulto,"Qué asco das, m4nt3nida"
V3-01718,Vamos a part1r a ese maje ya vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Vamos a {v} a ese maje,Amenaza Directa,Vamos a part1r a ese maje ya vas a ver
V3-01719,No respondo si lo llego a quem@r acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|No respondo si lo llego a {v},Amenaza Directa,No respondo si lo llego a quem@r acordate de esto
V3-01720,"cabal, nos vemos el domingo entonces",0,v3_jerga_notoxico,"jerga_notoxico|{t}, nos vemos el domingo entonces",,"cabal, nos vemos el domingo entonces"
V3-01721,Qué vergón se ve el paisaje desde aquí 🌮,0,v3_emoji_benigno,emoji_benigno|benigno_🌮,,Qué vergón se ve el paisaje desde aquí :taco:
V3-01722,Deberían b4l34r a todos esos acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|Deberían {v} a todos esos,Amenaza Directa,Deberían b4l34r a todos esos acordate de esto
V3-01723,"Cerrá el hocico, qorgojoz",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué {t}, en serio",Insulto,"Cerrá el hocico, qorgojoz"
V3-01724,Deberían matar a todos esos 🔫,3,v3_emoji_clase3,emoji_clase3|emoji_🔫,Individuo,Deberían matar a todos esos :pistola:
V3-01725,"Ya me hartaste, j0d1do",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Volvé cuando aprendás, {t}",Tono agresivo,"Ya me hartaste, j0d1do"
V3-01726,"Cerrá el hocico, zorr4",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué {t}, en serio",Insulto,"Cerrá el hocico, zorr4"
V3-01727,No quiero ni un mexicano cerca de mi familia,2,v3_odio_grupo,odio_grupo|No quiero ni un {gs} cerca de mi familia,Xenofobia,No quiero ni un mexicano cerca de mi familia
V3-01728,No respondo si lo llego a b@le@r acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|No respondo si lo llego a {v},Amenaza Directa,No respondo si lo llego a b@le@r acordate de esto
V3-01729,"Andate de aquí, paj3r0",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Palabras obscenas,"Andate de aquí, paj3r0"
V3-01730,Nos vemos mañana en la reunión 🌟,0,v3_emoji_benigno,emoji_benigno|benigno_🌟,,Nos vemos mañana en la reunión :estrella_brillante:
V3-01731,Alguien debería @puñ@l@r a ese tipo te lo juro,3,v3_amenaza_ofuscada,amenaza_ofuscada|Alguien debería {v} a ese tipo,Amenaza Directa,Alguien debería @puñ@l@r a ese tipo te lo juro
V3-01732,"Volvé cuando aprendás, cula",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No hablés de lo que no sabés, {t}",Palabras obscenas,"Volvé cuando aprendás, cula"
V3-01733,Ya viene el jura con las pupusas,0,v3_jerga_notoxico,jerga_notoxico|Ya viene el {t} con las pupusas,,Ya viene el jura con las pupusas
V3-01734,Buena suerte en el examen ❤️,0,v3_emoji_benigno,emoji_benigno|benigno_❤️,,Buena suerte en el examen :corazón_rojo:
V3-01735,Sos un c.u.r.s.o y punto,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué {t}, en serio",nan,Sos un c.u.r.s.o y punto
V3-01736,"Qué pereza leerte, m3diocr3",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No sabés nada, {t}",Insulto,"Qué pereza leerte, m3diocr3"
V3-01737,"Eso es lo que sos, un basur@",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}",Insulto,"Eso es lo que sos, un basur@"
V3-01738,"Me da igual lo que digas, hoc1co",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Insulto,"Me da igual lo que digas, hoc1co"
V3-01739,"Está bien sucio el lugar, se los recomiendo",0,v3_jerga_control,"jerga_control|Está bien {t} el lugar, se los recomiendo",,"Está bien sucio el lugar, se los recomiendo"
V3-01740,Vamos a ver al amigo el domingo,0,v3_jerga_control,jerga_control|Vamos a ver al {t} el domingo,,Vamos a ver al amigo el domingo
V3-01741,No encuentro el chibola por ningún lado 🍀,0,v3_emoji_benigno,emoji_benigno|benigno_🍀,,No encuentro el chibola por ningún lado :trébol_de_cuatro_hojas:
V3-01742,Ya quisiera q.u.e.b.r.a.r a ese maje,3,v3_amenaza_ofuscada,amenaza_ofuscada|Ya quisiera {v} a ese maje,Amenaza Directa,Ya quisiera q.u.e.b.r.a.r a ese maje
V3-01743,Qué tuanis se ve el paisaje desde aquí,0,v3_jerga_notoxico,jerga_notoxico|Qué {t} se ve el paisaje desde aquí,,Qué tuanis se ve el paisaje desde aquí
V3-01744,No sea tacaño y convide de eso,0,v3_jerga_control,jerga_control|No sea {t} y convide de eso,,No sea tacaño y convide de eso
V3-01745,"Que se vayan los viejos, dan asco 👴💀",2,v3_emoji_clase2,emoji_clase2|emoji_👴💀,Adultos mayores,"Que se vayan los viejos, dan asco :anciano: :calavera:"
V3-01746,"No sabés nada, ba*unco",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Hablando pura paja, {t}",Insulto,"No sabés nada, ba*unco"
V3-01747,"Sos lo peor que hay, har4qan",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Insulto,"Sos lo peor que hay, har4qan"
V3-01748,"🤤 Mientras más retrasados llegan, peor está todo",2,v3_emoji_clase2,emoji_clase2|emoji_🤤,Personas con discapacidad intelectual,":cara_babeando: Mientras más retrasados llegan, peor está todo"
V3-01749,"Qué pereza leerte, h4r4g4n",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya me hartaste, {t}",Insulto,"Qué pereza leerte, h4r4g4n"
V3-01750,A ese ya le tienen el cajón listo anotalo,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_con_cola,Amenaza Implícita,A ese ya le tienen el cajón listo anotalo
V3-01751,"Hablando pura paja, e-s-c-o-r-i-a",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}",Insulto,"Hablando pura paja, e-s-c-o-r-i-a"
V3-01752,"Te voy a g*****r y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|Te voy a {v},Amenaza Directa,"Te voy a g*****r y no es amenaza, es aviso"
V3-01753,"Por gente como vos está así el país, terrori$ta",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Xenofobia,"Por gente como vos está así el país, terrori$ta"
V3-01754,"Odio a los guatemaltecos, son puro estorbo",2,v3_odio_grupo,"odio_grupo|Odio a los {g}, {p}",Xenofobia,"Odio a los guatemaltecos, son puro estorbo"
V3-01755,Ya son demasiados guatemaltecos en este país,2,v3_odio_grupo,odio_grupo|Ya son demasiados {g} en este país,Xenofobia,Ya son demasiados guatemaltecos en este país
V3-01756,"Nadie te preguntó, beztia",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya me hartaste, {t}",Insulto,"Nadie te preguntó, beztia"
V3-01757,"Ojalá te deporten, t*rrorista",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Xenofobia,"Ojalá te deporten, t*rrorista"
V3-01758,Voy a ir a colg4rte a tu casa te lo juro,3,v3_amenaza_ofuscada,amenaza_ofuscada|Voy a ir a {v}te a tu casa,Amenaza Directa,Voy a ir a colg4rte a tu casa te lo juro
V3-01759,Fuera los obesos de nuestro país 🐖,2,v3_emoji_clase2,emoji_clase2|emoji_🐖,Personas con sobrepeso,Fuera los obesos de nuestro país :cerdo:
V3-01760,No respondo si lo llego a quemar ya vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|No respondo si lo llego a {v},Amenaza Directa,No respondo si lo llego a quemar ya vas a ver
V3-01761,"Los morenos no son 🦶 gente, así de simple",2,v3_emoji_clase2,emoji_clase2|emoji_🦶,Personas racializadas,"Los morenos no son :pie: gente, así de simple"
V3-01762,Ese jura me cae bien la verdad,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} me cae bien la verdad,,Ese jura me cae bien la verdad
V3-01763,Quedó bonito el trabajo que hicieron,0,v3_jerga_control,jerga_control|Quedó {t} el trabajo que hicieron,,Quedó bonito el trabajo que hicieron
V3-01764,Ya son demasiados 🐒🇸🇻 centroamericanos en este país,2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇸🇻,Latinoamericanos,Ya son demasiados :mono: :bandera_el_salvador: centroamericanos en este país
V3-01765,"Por gente como vos está así el país, lesbian",2,v3_odio_ofuscado,"odio_ofuscado|No perteneces aquí, {t}",Homofobia,"Por gente como vos está así el país, lesbian"
V3-01766,"No sabés nada, gorgojo5",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andate de aquí, {t}",Insulto,"No sabés nada, gorgojo5"
V3-01767,Ese no llega al lunes ⚰️,3,v3_emoji_clase3,emoji_clase3|emoji_⚰️,Personas enfermas,Ese no llega al lunes :ataúd:
V3-01768,"Odio a los 🐒 centroamericanos, son mierda",2,v3_emoji_clase2,emoji_clase2|emoji_🐒,Latinoamericanos,"Odio a los :mono: centroamericanos, son mierda"
V3-01769,"No jodás más, e.s.c.o.b.a.s",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Hablando pura paja, {t}",Insulto,"No jodás más, e.s.c.o.b.a.s"
V3-01770,Ese malditooo otra vez,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Tono agresivo,Ese malditooo otra vez
V3-01771,"Dejá de escribir, c4chudo",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andá a trabajar, {t}",Insulto,"Dejá de escribir, c4chudo"
V3-01772,"Andate a tu país, chapiadoraaa",2,v3_odio_ofuscado,"odio_ofuscado|Gente como vos sobra, {t}",Sexismo,"Andate a tu país, chapiadoraaa"
V3-01773,"Qué onda pajero, todo bien por allá 🥳",0,v3_emoji_benigno,emoji_benigno|benigno_🥳,,"Qué onda pajero, todo bien por allá :cara_de_fiesta:"
V3-01774,Sos un khuco y punto,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Dejá de escribir, {t}",Insulto,Sos un khuco y punto
V3-01775,⚰️ Le tienen preparada una,3,v3_emoji_clase3,emoji_clase3|emoji_⚰️,Personas enfermas,:ataúd: Le tienen preparada una
V3-01776,"No sabés nada, p.a.l.o.m.a",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué asco das, {t}",Palabras obscenas,"No sabés nada, p.a.l.o.m.a"
V3-01777,"No jodás más, malcriado",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No sabés nada, {t}",Insulto,"No jodás más, malcriado"
V3-01778,"Los centroamericanos no son gente, así de simple 🐒🇦🇷",2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇦🇷,Latinoamericanos,"Los centroamericanos no son gente, así de simple :mono: :bandera_argentina:"
V3-01779,"Odio a los chinos, son basura",2,v3_odio_grupo,"odio_grupo|Odio a los {g}, {p}",Xenofobia,"Odio a los chinos, son basura"
V3-01780,Quedó chuco el trabajo que hicieron ☕,0,v3_emoji_benigno,emoji_benigno|benigno_☕,,Quedó chuco el trabajo que hicieron :bebida_caliente:
V3-01781,A ese hay que quuuemarlo antes de que siga anotalo,3,v3_amenaza_ofuscada,amenaza_ofuscada|A ese hay que {v}lo antes de que siga,Amenaza Directa,A ese hay que quuuemarlo antes de que siga anotalo
V3-01782,Ese fer1a otra vez,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No sabés nada, {t}",Insulto,Ese fer1a otra vez
V3-01783,Fuera los chinos de nuestro país,2,v3_odio_grupo,odio_grupo|Fuera los {g} de nuestro país,Xenofobia,Fuera los chinos de nuestro país
V3-01784,"No respondo si lo llego a l1nch4r y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|No respondo si lo llego a {v},Amenaza Directa,"No respondo si lo llego a l1nch4r y no es amenaza, es aviso"
V3-01785,No respondo si lo llego a @puñ@l@r ya vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|No respondo si lo llego a {v},Amenaza Directa,No respondo si lo llego a @puñ@l@r ya vas a ver
V3-01786,Con un argentino no se puede razonar,2,v3_odio_grupo,odio_grupo|Con un {gs} no se puede razonar,Xenofobia,Con un argentino no se puede razonar
V3-01787,"Dejá de escribir, pa5mado",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Eso es lo que sos, un {t}",Insulto,"Dejá de escribir, pa5mado"
V3-01788,🌻 Qué bueno que ya te sentís mejor,0,v3_emoji_benigno,emoji_benigno|benigno_🌻,,:girasol: Qué bueno que ya te sentís mejor
V3-01789,Hay que c o l g a rlos a todos esperame afuera,3,v3_amenaza_ofuscada,amenaza_ofuscada|Hay que {v}los a todos,Amenaza Directa,Hay que c o l g a rlos a todos esperame afuera
V3-01790,"Nadie te 🇺🇸🦅💩 preguntó, burr0",1,v3_emoji_clase1,emoji_clase1|emoji_🇺🇸🦅💩,Estadounidenses,"Nadie te :bandera_estados_unidos: :águila: :caca_con_ojos: preguntó, burr0"
V3-01791,"puchica, qué bonito amaneció hoy",0,v3_jerga_notoxico,"jerga_notoxico|{t}, qué bonito amaneció hoy",,"puchica, qué bonito amaneció hoy"
V3-01792,Fuera los sudacas de nuestro país 🐒🇻🇪,2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇻🇪,Latinoamericanos,Fuera los sudacas de nuestro país :mono: :bandera_venezuela:
V3-01793,"Hablando pura paja, z0rra 🇺🇸🦅💩",1,v3_emoji_clase1,emoji_clase1|emoji_🇺🇸🦅💩,Estadounidenses,"Hablando pura paja, z0rra :bandera_estados_unidos: :águila: :caca_con_ojos:"
V3-01794,"Qué pereza leerte, escor!a",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}",Insulto,"Qué pereza leerte, escor!a"
V3-01795,"Mejor callate, gorqojos",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}",Insulto,"Mejor callate, gorqojos"
V3-01796,Tengo varios amigos colombianos en el trabajo,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Tengo varios amigos {g} en el trabajo,,Tengo varios amigos colombianos en el trabajo
V3-01797,"Cerrá el hocico, vrvtico",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué {t}, en serio",Insulto,"Cerrá el hocico, vrvtico"
V3-01798,Muchas gracias por la ayuda de ayer 😂,0,v3_emoji_benigno,emoji_benigno|benigno_😂,,Muchas gracias por la ayuda de ayer :cara_llorando_de_risa:
V3-01799,"Qué pajero fazc1sta, en serio",1,v3_jerga_ofensivo,"jerga_ofensivo|Qué {t}, en serio",Insulto Directo,"Qué pajero fazc1sta, en serio"
V3-01800,"No sabés nada, escorias",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Cerrá el hocico, {t}",Insulto,"No sabés nada, escorias"
V3-01801,"Odio a los obesos, son mierda 🐋🚫",2,v3_emoji_clase2,emoji_clase2|emoji_🐋🚫,Personas con sobrepeso,"Odio a los obesos, son mierda :ballena: :prohibido:"
V3-01802,Ya viene el chucho con las pupusas,0,v3_jerga_notoxico,jerga_notoxico|Ya viene el {t} con las pupusas,,Ya viene el chucho con las pupusas
V3-01803,Ojalá lo p4r7iren pronto esperame afuera,3,v3_amenaza_ofuscada,amenaza_ofuscada|Ojalá lo {v}en pronto,Amenaza Directa,Ojalá lo p4r7iren pronto esperame afuera
V3-01804,Mañana tengo fiesta desde temprano,0,v3_jerga_control,jerga_control|Mañana tengo {t} desde temprano,,Mañana tengo fiesta desde temprano
V3-01805,"Me da igual lo que digas, c@chudo",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No sabés nada, {t}",Insulto,"Me da igual lo que digas, c@chudo"
V3-01806,Fuera los muertos de hambre de nuestro país 🐕,2,v3_emoji_clase2,emoji_clase2|emoji_🐕,Personas en situación de pobreza,Fuera los muertos de hambre de nuestro país :perro:
V3-01807,Conocí a un cubano muy amable ayer,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Conocí a un {gs} muy amable ayer,,Conocí a un cubano muy amable ayer
V3-01808,Ya compré el 🙏 bolado para el domingo,0,v3_emoji_benigno,emoji_benigno|benigno_🙏,,Ya compré el :manos_en_oración: bolado para el domingo
V3-01809,"Andá a trabajar, medi0cr3",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Mirá al {t} este,Insulto,"Andá a trabajar, medi0cr3"
V3-01810,"Volvé cuando aprendás, hociko",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Insulto,"Volvé cuando aprendás, hociko"
V3-01811,"No hablés de lo que no sabés, v3rgazo",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Palabras obscenas,"No hablés de lo que no sabés, v3rgazo"
V3-01812,Ya son demasiados ignorantes en este país 😈📕,2,v3_emoji_clase2,emoji_clase2|emoji_😈📕,Personas con baja educación,Ya son demasiados ignorantes en este país :cara_sonriendo_con_cuernos: :libro_cerrado:
V3-01813,Ya viene el cerote con las pupusas,0,v3_jerga_notoxico,jerga_notoxico|Ya viene el {t} con las pupusas,,Ya viene el cerote con las pupusas
