ID,Plataforma,fecha,Usuario_ID_Anonimizado,texto_original,texto_modelo,texto_agresivo,clase,label,subclase,Grupos_Afectados,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,n_chars,n_palabras,n_emojis,n_menciones,n_hashtags,n_jerga,origen,plantilla_id
1222,Facebook,2026-06-26,USER_1222,(perros) trabajen sì quieren pisto no roben porque a todos nos cuesta ganar ustedes solo alungan las ✋ Bueno fuera asi como se han visto casos les han cortado las ✋ asi te lo hicieran,(perros) trabajen sì quieren pisto no roben porque a todos nos cuesta ganar ustedes solo alungan las :mano_levantada: Bueno fuera asi como se han visto casos les han cortado las :mano_levantada: asi te lo hicieran,perros trabajen si quieren pisto no roben porque a todos nos cuesta ganar ustedes solo alungan las bueno fuera asi como se han visto casos les han cortado las asi te lo hicieran,Amenazas/Violencia,3,Deseo de Daño/Sufrimiento,,NO,NO,NO,183,35,2,0,0,3,real,
1985,X,2026-06-14,USER_1985,"No seas estupido nene, estamos hablando del muro que levantaron EN LA FRONTERA CON MEJICO PORQUE SE LES LLENA DE CACA EL PAIS. Después criminales hay en todos lados. Si lo sabrás vos que vivis en un narco-estado. Igual si hay que explicártelo es porque no te da la cabecita 😁","No seas estupido nene, estamos hablando del muro que levantaron EN LA FRONTERA CON MEJICO PORQUE SE LES LLENA DE CACA EL PAIS. Después criminales hay en todos lados. Si lo sabrás vos que vivis en un narco-estado. Igual si hay que explicártelo es porque no te da la cabecita :cara_radiante_con_ojos_sonrientes:",no seas estupido nene estamos hablando del muro que levantaron en la frontera con mejico porque se les llena de caca el pais despues criminales hay en todos lados si lo sabras vos que vivis en un narco estado igual si hay que explicartelo es porque no te da la cabecita,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,NO,SÍ,275,51,1,0,0,4,real,
1335,Facebook,2026-06-25,USER_1335,"En USA no quieren personas BULGARES, PRESTAMISTAS, etcétera etc. Jajajaja quería hacer como la Yajaira y valió madre.","En USA no quieren personas BULGARES, PRESTAMISTAS, etcétera etc. Jajajaja quería hacer como la Yajaira y valió madre.",en usa no quieren personas bulgares prestamistas etcetera etc jajajaja queria hacer como la yajaira y valio madre,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,117,18,0,0,0,0,real,
474,X,2026-07-14,USER_474,"Que continúe por lo menos dos meses más, luego pararlo por unos tres meses y luego volverlo a poner por otro mes. Los asesinos y maleantes ( mareros) son como la mala hierba y las plagas siempre vuelven, hay que tener control sobre ellas todo el tiempo.","Que continúe por lo menos dos meses más, luego pararlo por unos tres meses y luego volverlo a poner por otro mes. Los asesinos y maleantes ( mareros) son como la mala hierba y las plagas siempre vuelven, hay que tener control sobre ellas todo el tiempo.",que continue por lo menos dos meses mas luego pararlo por unos tres meses y luego volverlo a poner por otro mes los asesinos y maleantes mareros son como la mala hierba y las plagas siempre vuelven hay que tener control sobre ellas todo el tiempo,Amenazas/Violencia,3,Incitación a la Violencia,Pandilleros/Mareros,NO,NO,SÍ,253,47,0,0,0,1,real,
165,X,2026-07-13,USER_165,Eso es lo que quería @Concacaf #Robo en el #cuscatlan,Eso es lo que quería @usuario #Robo en el #cuscatlan,eso es lo que queria usuario robo en el cuscatlan,No Tóxico,0,,,NO,NO,NO,53,10,0,1,2,0,real,
1676,X,2026-06-02,USER_1676,Tu madre vos cara de verga,Tu madre vos cara de verga,tu madre vos cara de verga,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,26,6,0,0,0,1,real,
SYN-0363,Facebook,,SINTETICO,🚽 Que devuelvan a todos los nicaragüenses a su país,:inodoro: Que devuelvan a todos los nicaragüenses a su país,que devuelvan a todos los nicaraguenses a su pais,Discurso de Odio,2,Xenofobia,,NO,NO,NO,51,10,1,0,0,0,sintetico_emoji_odio,OD-EMO-0042
2937,X,2026-06-08,USER_2937,Venezolanos de mierda!!,Venezolanos de mierda!!,venezolanos de mierda,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,23,3,0,0,0,1,real,
SYN-0615,X,,SINTETICO,Ojalá se lo ⚰️💀 lleven pronto,Ojalá se lo :ataúd: :calavera: lleven pronto,ojala se lo lleven pronto,Amenazas/Violencia,3,Deseo de Daño,,NO,NO,NO,29,6,2,0,0,0,sintetico_emoji_amenaza,AM-EMO-0115
1113,Facebook,2026-06-24,USER_1113,Bolo mamon 😂😂😂,Bolo mamon :cara_llorando_de_risa: :cara_llorando_de_risa: :cara_llorando_de_risa:,bolo mamon,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,NO,NO,14,3,3,0,0,0,real,
2542,Facebook,2026-07-22,USER_2542,era mejor que si se uviera muerto evidentemente de irse para el otro lado con los del otro lado jajajajajaj ?? ??,era mejor que si se uviera muerto evidentemente de irse para el otro lado con los del otro lado jajajajajaj ?? ??,era mejor que si se uviera muerto evidentemente de irse para el otro lado con los del otro lado jajajajajaj,Amenazas/Violencia,3,Deseo de Daño,Personas con discapacidad,SI,SI,NO,113,22,0,0,0,2,real,
SYN-0914,X,,SINTETICO,Qué asco dan los hondureños 🐒🇭🇳,Qué asco dan los hondureños :mono: :bandera_honduras:,que asco dan los hondurenos,Discurso de Odio,2,Estigmatización cultural,,NO,NO,NO,31,6,2,0,0,0,sintetico_relleno_emoji,RELL-0034
SYN-1125,Facebook,,SINTETICO,Ya está 🐋🚫 bueno de aguantar a esos en el barrio,Ya está :ballena: :prohibido: bueno de aguantar a esos en el barrio,ya esta bueno de aguantar a esos en el barrio,Discurso de Odio,2,Estigmatización cultural,,NO,NO,NO,48,11,2,0,0,0,sintetico_relleno_emoji,RELL-0245
SYN-0838,Facebook,,SINTETICO,Este cerote no entiende razones 😒,Este cerote no entiende razones :cara_de_desaprobación:,este cerote no entiende razones,Lenguaje Ofensivo,1,Insulto Directo,,NO,NO,NO,33,6,1,0,0,1,sintetico_emoji_ofensivo,OF-EMO-0070
SYN-0649,X,,SINTETICO,Lo van a matar a ese,Lo van a matar a ese,lo van a matar a ese,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,20,6,0,0,0,1,sintetico_amenaza_ofuscada,AM-OFU-0019
871,Facebook,2026-07-19,USER_871,Yo diría carne fresca,Yo diría carne fresca,yo diria carne fresca,Amenazas/Violencia,3,Deseo de Daño,Pandilleros/detenidos,NO,NO,NO,21,4,0,0,0,0,real,
SYN-0439,X,,SINTETICO,Mientras más lejos estén esos 🚽🧻 mejor para todos,Mientras más lejos estén esos :inodoro: :rollo_de_papel: mejor para todos,mientras mas lejos esten esos mejor para todos,Discurso de Odio,2,Xenofobia,,NO,NO,NO,49,9,2,0,0,0,sintetico_emoji_odio,OD-EMO-0118
SYN-0219,Facebook,,SINTETICO,Puchica qué bonito amaneció hoy 🥳,Puchica qué bonito amaneció hoy :cara_de_fiesta:,puchica que bonito amanecio hoy,No Tóxico,0,,,NO,NO,NO,33,6,1,0,0,0,sintetico_jerga_notoxico,NT-JER-0094
2004,X,2026-06-14,USER_2004,Sigue perro maricon llorado por el chahyote 🤣🤣🤣🤣 qué ya no te dan y eso te tiene con el culo ardido estas igual de estúpido y pendejo qué te padre 🤣🤣🤣 pero sigue llorando marica drogadicto,Sigue perro maricon llorado por el chahyote :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa: qué ya no te dan y eso te tiene con el culo ardido estas igual de estúpido y pendejo qué te padre :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa: pero sigue llorando marica drogadicto,sigue perro maricon llorado por el chahyote que ya no te dan y eso te tiene con el culo ardido estas igual de estupido y pendejo que te padre pero sigue llorando marica drogadicto,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,SÍ,188,36,7,0,0,6,real,
7,X,2026-07-13,USER_007,¿Y tú ya visitaste estos destinos de la #RutaDeLasFlores? No esperes más y ven con tu familia y amigos #EnLaDirecciónCorrecta.,¿Y tú ya visitaste estos destinos de la #RutaDeLasFlores? No esperes más y ven con tu familia y amigos #EnLaDirecciónCorrecta.,y tu ya visitaste estos destinos de la rutadelasflores no esperes mas y ven con tu familia y amigos enladireccioncorrecta,No Tóxico,0,,,NO,NO,SÍ,126,20,0,0,2,1,real,
338,X,2026-07-14,USER_338,"#PenaDeMuerte a mareros, reos comunes a rehabilitacion e incorporacion a la sociedad... pero #pandillero visto, pandillero muerto, si es capturado, cadena perpetua o mejor boleto directo al infierno.","#PenaDeMuerte a mareros, reos comunes a rehabilitacion e incorporacion a la sociedad... pero #pandillero visto, pandillero muerto, si es capturado, cadena perpetua o mejor boleto directo al infierno.",penademuerte a mareros reos comunes a rehabilitacion e incorporacion a la sociedad pero pandillero visto pandillero muerto si es capturado cadena perpetua o mejor boleto directo al infierno,Amenazas/Violencia,3,Incitación a la Violencia,Pandilleros/Mareros,NO,NO,NO,199,28,0,0,2,3,real,
2964,X,2026-06-15,USER_2964,Putos venezolanos de mierda son una porquería,Putos venezolanos de mierda son una porquería,putos venezolanos de mierda son una porqueria,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,45,7,0,0,0,2,real,
1056,Facebook,2026-06-10,USER_1056,Cae más bien la mami nena malcriada la señora pero es mejor que ver a estupidonsqui,Cae más bien la mami nena malcriada la señora pero es mejor que ver a estupidonsqui,cae mas bien la mami nena malcriada la senora pero es mejor que ver a estupidonsqui,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,SÍ,NO,83,16,0,0,0,0,real,
SYN-0399,Facebook,,SINTETICO,No se puede esperar más de los judíos 🇮🇱🤢,No se puede esperar más de los judíos :bandera_israel: :cara_de_náuseas:,no se puede esperar mas de los judios,Discurso de Odio,2,Estigmatización nacional,,NO,NO,NO,41,9,2,0,0,0,sintetico_emoji_odio,OD-EMO-0078
88,X,2026-07-13,USER_088,Comente y Comparta si sabe a qué comidas Salvadoreñas se refiere cada expresión... :) #RecetasSV #ElSalvador... http:// fb.me/53EO4p6yd,Comente y Comparta si sabe a qué comidas Salvadoreñas se refiere cada expresión... :) #RecetasSV #ElSalvador... http:// fb.me/53EO4p6yd,comente y comparta si sabe a que comidas salvadorenas se refiere cada expresion recetassv elsalvador http fb me eo p yd,No Tóxico,0,,,NO,NO,NO,135,18,0,0,2,0,real,
634,Facebook,2026-07-14,USER_634,Pues ni los angeles del suelo y el hijo del padre lo sabe solo el mismo dios sabe el día y hora en q el regresará así q Aser las cosas bien bibir como dios le agrade y con la gracia del espíritu santo,Pues ni los angeles del suelo y el hijo del padre lo sabe solo el mismo dios sabe el día y hora en q el regresará así q Aser las cosas bien bibir como dios le agrade y con la gracia del espíritu santo,pues ni los angeles del suelo y el hijo del padre lo sabe solo el mismo dios sabe el dia y hora en q el regresara asi q aser las cosas bien bibir como dios le agrade y con la gracia del espiritu santo,No Tóxico,0,,,NO,NO,NO,200,44,0,0,0,1,real,
SYN-0132,Facebook,,SINTETICO,"Puchica, se me pasó la hora de la cita 🫶","Puchica, se me pasó la hora de la cita :manos_formando_un_corazón:",puchica se me paso la hora de la cita,No Tóxico,0,,,NO,NO,NO,40,10,1,0,0,0,sintetico_jerga_notoxico,NT-JER-0007
SYN-0712,X,,SINTETICO,Alguien debería qu*mar a ese tipo,Alguien debería qu*mar a ese tipo,alguien deberia qu mar a ese tipo,Amenazas/Violencia,3,Incitación a la Violencia,,NO,NO,NO,33,6,0,0,0,0,sintetico_amenaza_ofuscada,AM-OFU-0082
2621,X,2026-06-03,USER_2621,"Te dolio porque tengo razon, te escapaste de tu pais de mierda PANAMA (de lo mas fucking random de LATAM). Y te cuento que cortar pasto o ser babysitter no es un buen trabajo, es lo minimo que le dan a los inmigrantes de mierda como a vos. Mirate lo que sos, deberias estar","Te dolio porque tengo razon, te escapaste de tu pais de mierda PANAMA (de lo mas fucking random de LATAM). Y te cuento que cortar pasto o ser babysitter no es un buen trabajo, es lo minimo que le dan a los inmigrantes de mierda como a vos. Mirate lo que sos, deberias estar",te dolio porque tengo razon te escapaste de tu pais de mierda panama de lo mas fucking random de latam y te cuento que cortar pasto o ser babysitter no es un buen trabajo es lo minimo que le dan a los inmigrantes de mierda como a vos mirate lo que sos deberias estar,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,273,54,0,0,0,3,real,
SYN-0556,Facebook,,SINTETICO,💣 Andá con cuidado en la calle vos,:bomba: Andá con cuidado en la calle vos,anda con cuidado en la calle vos,Amenazas/Violencia,3,Amenaza Implícita,,NO,NO,NO,34,8,1,0,0,1,sintetico_emoji_amenaza,AM-EMO-0056
2181,Facebook,2026-07-05,USER_2181,"A diferencia del resto del mundo, a mi si me da alegría que la selección de argentina gane.. creo que vivir en un país hundido en la miseria donde no hay comida, no hay oportunidades de trabajo, su moneda se devalúa día a día, no hay inversiones etc.. los triunfos deportivos son su única alegría, así que bien por ellos y ojalá argentina sea campeón mundial!!","A diferencia del resto del mundo, a mi si me da alegría que la selección de argentina gane.. creo que vivir en un país hundido en la miseria donde no hay comida, no hay oportunidades de trabajo, su moneda se devalúa día a día, no hay inversiones etc.. los triunfos deportivos son su única alegría, así que bien por ellos y ojalá argentina sea campeón mundial!!",a diferencia del resto del mundo a mi si me da alegria que la seleccion de argentina gane creo que vivir en un pais hundido en la miseria donde no hay comida no hay oportunidades de trabajo su moneda se devalua dia a dia no hay inversiones etc los triunfos deportivos son su unica alegria asi que bien por ellos y ojala argentina sea campeon mundial,Discurso de Odio,2,Estigmatización Nacional,Personas en situación de pobreza o precariedad,SI,SI,NO,360,66,0,0,0,0,real,
1684,X,2026-06-02,USER_1684,"Por favor no la vuelvan a mandar ,es una basura y de esas ya tenemos varios aquí!!!","Por favor no la vuelvan a mandar ,es una basura y de esas ya tenemos varios aquí!!!",por favor no la vuelvan a mandar es una basura y de esas ya tenemos varios aqui,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,83,17,0,0,0,1,real,
SYN-0825,X,,SINTETICO,No jodás con esas babosadas otra vez 🙄,No jodás con esas babosadas otra vez :cara_con_ojos_en_blanco:,no jodas con esas babosadas otra vez,Lenguaje Ofensivo,1,Tono Agresivo,,NO,NO,NO,38,8,1,0,0,1,sintetico_emoji_ofensivo,OF-EMO-0057
2724,X,2026-06-16,USER_2724,"Igual hago yo, me cago en la puta cultura de los indios de mierda estos.","Igual hago yo, me cago en la puta cultura de los indios de mierda estos.",igual hago yo me cago en la puta cultura de los indios de mierda estos,Discurso de Odio,2,Racismo,Personas indigenas,NO,NO,NO,72,15,0,0,0,3,real,
SYN-0049,Facebook,,SINTETICO,Felicidades a la selección por el partido de ayer 🙏,Felicidades a la selección por el partido de ayer :manos_en_oración:,felicidades a la seleccion por el partido de ayer,No Tóxico,0,,,NO,NO,NO,51,10,1,0,0,0,sintetico_emoji_notoxico,NT-EMO-0049
1211,Facebook,2026-06-26,USER_1211,Vieja mas bruta asi hay muchas viejas en mi cantona celan al marido hasta con la sombra y de rribete le paran cara a medio mundo los hombres aunque les pongan candado elque es infiel lo seguira ciendo aya la bruta que se deje y esas viejas son peligrosas,Vieja mas bruta asi hay muchas viejas en mi cantona celan al marido hasta con la sombra y de rribete le paran cara a medio mundo los hombres aunque les pongan candado elque es infiel lo seguira ciendo aya la bruta que se deje y esas viejas son peligrosas,vieja mas bruta asi hay muchas viejas en mi cantona celan al marido hasta con la sombra y de rribete le paran cara a medio mundo los hombres aunque les pongan candado elque es infiel lo seguira ciendo aya la bruta que se deje y esas viejas son peligrosas,Lenguaje Ofensivo,1,Insulto Directo,,SÍ,NO,NO,254,49,0,0,0,1,real,
599,Facebook,2026-07-14,USER_599,No me pierdo todas las mañanas TCS noticias,No me pierdo todas las mañanas TCS noticias,no me pierdo todas las mananas tcs noticias,No Tóxico,0,,,NO,NO,NO,43,8,0,0,0,0,real,
1038,Facebook,2026-06-10,USER_1038,Jajaja y la gente se cree toda la pendejada Esa la transmisión más vista a nivel mundial Jajaja Sufre mi pueblo pendejo,Jajaja y la gente se cree toda la pendejada Esa la transmisión más vista a nivel mundial Jajaja Sufre mi pueblo pendejo,jajaja y la gente se cree toda la pendejada esa la transmision mas vista a nivel mundial jajaja sufre mi pueblo pendejo,Lenguaje Ofensivo,1,Palabras Obscenas,,SÍ,SÍ,NO,119,22,0,0,0,1,real,
1247,Facebook,2026-07-14,USER_1247,La mediocridad en toda expression..,La mediocridad en toda expression..,la mediocridad en toda expression,Lenguaje Ofensivo,1,Crítica Fuerte,Persona Individual,SÍ,SÍ,SÍ,35,5,0,0,0,0,real,
SYN-0582,X,,SINTETICO,Si te veo en la calle no respondo ⚰️💀,Si te veo en la calle no respondo :ataúd: :calavera:,si te veo en la calle no respondo,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,37,9,2,0,0,0,sintetico_emoji_amenaza,AM-EMO-0082
630,Facebook,2026-07-14,USER_630,Dios le proteja Dr. Aguirre! Siempre Dios tiene lo mejor para usted.,Dios le proteja Dr. Aguirre! Siempre Dios tiene lo mejor para usted.,dios le proteja dr aguirre siempre dios tiene lo mejor para usted,No Tóxico,0,,,NO,NO,SÍ,68,12,0,0,0,0,real,
SYN-0557,X,,SINTETICO,Andá con cuidado en la calle vos 🔪,Andá con cuidado en la calle vos :cuchillo_de_cocina:,anda con cuidado en la calle vos,Amenazas/Violencia,3,Amenaza Implícita,,NO,NO,NO,34,8,1,0,0,1,sintetico_emoji_amenaza,AM-EMO-0057
